user_id,signup_date,platform_type,geo,subscription_type,language_L1,language_L2,motivation_type,daily_active_date,session_duration,engagement_type
user_8,2025-05-25,iOS,Germany,3M,Portuguese,German,Travel,2025-05-27,54,New
user_8,2025-05-25,iOS,Germany,3M,Portuguese,German,Travel,2025-06-09,9,Retained
user_8,2025-05-25,iOS,Germany,3M,Portuguese,German,Travel,2025-06-24,34,New
user_8,2025-05-25,iOS,Germany,3M,Portuguese,German,Travel,2025-07-03,31,Retained
user_9,2024-12-29,iOS,India,12M,Portuguese,Italian,Travel,2025-02-12,14,Retained
user_9,2024-12-29,iOS,India,12M,Portuguese,Italian,Travel,2025-02-11,46,Retained
user_9,2024-12-29,iOS,India,12M,Portuguese,Italian,Travel,2025-01-22,49,Retained
user_9,2024-12-29,iOS,India,12M,Portuguese,Italian,Travel,2025-01-29,5,Retained
user_9,2024-12-29,iOS,India,12M,Portuguese,Italian,Travel,2025-01-23,53,New
user_9,2024-12-29,iOS,India,12M,Portuguese,Italian,Travel,2025-01-13,60,New
user_10,2025-02-01,Android,Germany,6M,English,Spanish,Hobby,2025-03-22,56,New
user_10,2025-02-01,Android,Germany,6M,English,Spanish,Hobby,2025-02-28,49,Retained
user_10,2025-02-01,Android,Germany,6M,English,Spanish,Hobby,2025-02-15,38,New
user_10,2025-02-01,Android,Germany,6M,English,Spanish,Hobby,2025-02-12,34,Retained
user_11,2025-05-29,iOS,Germany,6M,Spanish,Japanese,Hobby,2025-07-03,59,Retained
user_11,2025-05-29,iOS,Germany,6M,Spanish,Japanese,Hobby,2025-06-13,12,Retained
user_11,2025-05-29,iOS,Germany,6M,Spanish,Japanese,Hobby,2025-07-26,34,Retained
user_12,2025-01-20,iOS,India,6M,Hindi,French,Education,2025-03-12,43,New
user_12,2025-01-20,iOS,India,6M,Hindi,French,Education,2025-02-18,25,Retained
user_12,2025-01-20,iOS,India,6M,Hindi,French,Education,2025-03-03,53,Retained
user_12,2025-01-20,iOS,India,6M,Hindi,French,Education,2025-02-22,33,New
user_12,2025-01-20,iOS,India,6M,Hindi,French,Education,2025-02-24,44,New
user_13,2025-03-04,iOS,Germany,3M,English,Spanish,Education,2025-04-26,33,Retained
user_13,2025-03-04,iOS,Germany,3M,English,Spanish,Education,2025-05-01,21,Retained
user_13,2025-03-04,iOS,Germany,3M,English,Spanish,Education,2025-04-08,53,Retained
user_13,2025-03-04,iOS,Germany,3M,English,Spanish,Education,2025-04-01,20,Retained
user_13,2025-03-04,iOS,Germany,3M,English,Spanish,Education,2025-04-30,58,Retained
user_13,2025-03-04,iOS,Germany,3M,English,Spanish,Education,2025-03-14,45,Retained
user_13,2025-03-04,iOS,Germany,3M,English,Spanish,Education,2025-04-20,22,Retained
user_13,2025-03-04,iOS,Germany,3M,English,Spanish,Education,2025-04-28,54,Retained
user_13,2025-03-04,iOS,Germany,3M,English,Spanish,Education,2025-04-03,54,Retained
user_14,2025-06-12,iOS,Germany,Free Trial,Spanish,Japanese,Hobby,2025-07-22,25,Retained
user_14,2025-06-12,iOS,Germany,Free Trial,Spanish,Japanese,Hobby,2025-06-27,39,Retained
user_14,2025-06-12,iOS,Germany,Free Trial,Spanish,Japanese,Hobby,2025-06-29,10,Retained
user_14,2025-06-12,iOS,Germany,Free Trial,Spanish,Japanese,Hobby,2025-07-10,13,Retained
user_14,2025-06-12,iOS,Germany,Free Trial,Spanish,Japanese,Hobby,2025-06-16,14,Retained
user_14,2025-06-12,iOS,Germany,Free Trial,Spanish,Japanese,Hobby,2025-07-27,19,Retained
user_14,2025-06-12,iOS,Germany,Free Trial,Spanish,Japanese,Hobby,2025-06-30,29,Retained
user_14,2025-06-12,iOS,Germany,Free Trial,Spanish,Japanese,Hobby,2025-06-27,49,Retained
user_14,2025-06-12,iOS,Germany,Free Trial,Spanish,Japanese,Hobby,2025-06-29,14,New
user_14,2025-06-12,iOS,Germany,Free Trial,Spanish,Japanese,Hobby,2025-07-03,50,Retained
user_15,2025-06-13,Android,Germany,6M,Spanish,Spanish,Career,2025-06-17,31,New
user_15,2025-06-13,Android,Germany,6M,Spanish,Spanish,Career,2025-07-09,8,Retained
user_15,2025-06-13,Android,Germany,6M,Spanish,Spanish,Career,2025-07-09,18,Retained
user_15,2025-06-13,Android,Germany,6M,Spanish,Spanish,Career,2025-07-04,58,Retained
user_15,2025-06-13,Android,Germany,6M,Spanish,Spanish,Career,2025-07-17,31,Retained
user_15,2025-06-13,Android,Germany,6M,Spanish,Spanish,Career,2025-07-12,29,Retained
user_16,2025-05-28,iOS,US,6M,English,Italian,Hobby,2025-07-21,41,Retained
user_16,2025-05-28,iOS,US,6M,English,Italian,Hobby,2025-07-23,29,Retained
user_16,2025-05-28,iOS,US,6M,English,Italian,Hobby,2025-07-15,35,Retained
user_17,2025-04-26,Android,US,6M,Portuguese,Italian,Travel,2025-06-25,53,New
user_17,2025-04-26,Android,US,6M,Portuguese,Italian,Travel,2025-05-18,29,New
user_17,2025-04-26,Android,US,6M,Portuguese,Italian,Travel,2025-05-15,59,Retained
user_18,2025-04-22,Android,US,3M,Spanish,Italian,Hobby,2025-05-26,19,Retained
user_18,2025-04-22,Android,US,3M,Spanish,Italian,Hobby,2025-06-08,22,New
user_18,2025-04-22,Android,US,3M,Spanish,Italian,Hobby,2025-06-08,32,New
user_18,2025-04-22,Android,US,3M,Spanish,Italian,Hobby,2025-05-26,36,New
user_18,2025-04-22,Android,US,3M,Spanish,Italian,Hobby,2025-06-12,6,Retained
user_18,2025-04-22,Android,US,3M,Spanish,Italian,Hobby,2025-05-30,29,Retained
user_18,2025-04-22,Android,US,3M,Spanish,Italian,Hobby,2025-06-18,26,Retained
user_18,2025-04-22,Android,US,3M,Spanish,Italian,Hobby,2025-05-06,47,New
user_18,2025-04-22,Android,US,3M,Spanish,Italian,Hobby,2025-05-23,48,Retained
user_19,2025-02-11,Android,India,3M,Portuguese,French,Travel,2025-03-29,30,New
user_19,2025-02-11,Android,India,3M,Portuguese,French,Travel,2025-02-21,42,New
user_19,2025-02-11,Android,India,3M,Portuguese,French,Travel,2025-04-05,41,Retained
user_19,2025-02-11,Android,India,3M,Portuguese,French,Travel,2025-03-12,47,New
user_19,2025-02-11,Android,India,3M,Portuguese,French,Travel,2025-04-10,6,New
user_19,2025-02-11,Android,India,3M,Portuguese,French,Travel,2025-02-19,10,New
user_19,2025-02-11,Android,India,3M,Portuguese,French,Travel,2025-03-22,46,New
user_19,2025-02-11,Android,India,3M,Portuguese,French,Travel,2025-03-17,32,New
user_19,2025-02-11,Android,India,3M,Portuguese,French,Travel,2025-02-12,13,Retained
user_20,2025-01-17,iOS,Brazil,3M,English,Italian,Education,2025-01-28,29,Retained
user_20,2025-01-17,iOS,Brazil,3M,English,Italian,Education,2025-01-20,22,Retained
user_20,2025-01-17,iOS,Brazil,3M,English,Italian,Education,2025-02-02,53,Retained
user_20,2025-01-17,iOS,Brazil,3M,English,Italian,Education,2025-02-10,58,New
user_20,2025-01-17,iOS,Brazil,3M,English,Italian,Education,2025-02-06,31,Retained
user_20,2025-01-17,iOS,Brazil,3M,English,Italian,Education,2025-01-30,21,Retained
user_20,2025-01-17,iOS,Brazil,3M,English,Italian,Education,2025-02-15,58,New
user_20,2025-01-17,iOS,Brazil,3M,English,Italian,Education,2025-02-06,10,Retained
user_20,2025-01-17,iOS,Brazil,3M,English,Italian,Education,2025-02-07,35,New
user_20,2025-01-17,iOS,Brazil,3M,English,Italian,Education,2025-03-06,6,Retained
user_21,2025-06-14,Android,Germany,3M,Portuguese,Japanese,Career,2025-08-13,46,Retained
user_21,2025-06-14,Android,Germany,3M,Portuguese,Japanese,Career,2025-07-06,9,Retained
user_21,2025-06-14,Android,Germany,3M,Portuguese,Japanese,Career,2025-06-28,54,Retained
user_22,2025-01-28,iOS,Germany,6M,German,Spanish,Education,2025-03-17,20,Retained
user_22,2025-01-28,iOS,Germany,6M,German,Spanish,Education,2025-01-29,17,Retained
user_22,2025-01-28,iOS,Germany,6M,German,Spanish,Education,2025-03-29,58,New
user_23,2025-05-01,Android,India,6M,Hindi,German,Travel,2025-06-09,13,New
user_23,2025-05-01,Android,India,6M,Hindi,German,Travel,2025-05-10,35,Retained
user_23,2025-05-01,Android,India,6M,Hindi,German,Travel,2025-05-16,47,Retained
user_24,2025-01-05,Android,Germany,3M,Spanish,Japanese,Travel,2025-02-10,49,Retained
user_24,2025-01-05,Android,Germany,3M,Spanish,Japanese,Travel,2025-03-06,21,Retained
user_24,2025-01-05,Android,Germany,3M,Spanish,Japanese,Travel,2025-01-18,54,Retained
user_24,2025-01-05,Android,Germany,3M,Spanish,Japanese,Travel,2025-02-03,28,Retained
user_25,2024-12-23,Android,US,12M,Hindi,Japanese,Travel,2025-01-30,54,Retained
user_25,2024-12-23,Android,US,12M,Hindi,Japanese,Travel,2025-01-30,57,Retained
user_25,2024-12-23,Android,US,12M,Hindi,Japanese,Travel,2025-02-08,15,Retained
user_25,2024-12-23,Android,US,12M,Hindi,Japanese,Travel,2025-02-06,24,Retained
user_25,2024-12-23,Android,US,12M,Hindi,Japanese,Travel,2024-12-30,11,New
user_26,2025-02-01,Android,Brazil,6M,Portuguese,Italian,Career,2025-04-01,48,Retained
user_26,2025-02-01,Android,Brazil,6M,Portuguese,Italian,Career,2025-02-20,29,New
user_26,2025-02-01,Android,Brazil,6M,Portuguese,Italian,Career,2025-03-09,30,New
user_27,2025-03-05,Android,UK,3M,Spanish,French,Hobby,2025-03-09,11,New
user_27,2025-03-05,Android,UK,3M,Spanish,French,Hobby,2025-04-11,49,Retained
user_27,2025-03-05,Android,UK,3M,Spanish,French,Hobby,2025-04-18,54,Retained
user_27,2025-03-05,Android,UK,3M,Spanish,French,Hobby,2025-04-27,24,New
user_27,2025-03-05,Android,UK,3M,Spanish,French,Hobby,2025-04-14,59,Retained
user_27,2025-03-05,Android,UK,3M,Spanish,French,Hobby,2025-03-20,48,Retained
user_28,2025-04-25,Android,Germany,3M,Portuguese,Spanish,Education,2025-06-14,27,Retained
user_28,2025-04-25,Android,Germany,3M,Portuguese,Spanish,Education,2025-05-31,39,New
user_28,2025-04-25,Android,Germany,3M,Portuguese,Spanish,Education,2025-06-14,32,Retained
user_28,2025-04-25,Android,Germany,3M,Portuguese,Spanish,Education,2025-04-27,47,Retained
user_29,2025-02-26,Android,US,3M,German,French,Education,2025-03-02,36,New
user_29,2025-02-26,Android,US,3M,German,French,Education,2025-03-30,11,New
user_29,2025-02-26,Android,US,3M,German,French,Education,2025-04-08,32,Retained
user_29,2025-02-26,Android,US,3M,German,French,Education,2025-03-19,28,Retained
user_29,2025-02-26,Android,US,3M,German,French,Education,2025-02-26,45,Retained
user_29,2025-02-26,Android,US,3M,German,French,Education,2025-04-21,58,Retained
user_29,2025-02-26,Android,US,3M,German,French,Education,2025-03-24,34,Retained
user_29,2025-02-26,Android,US,3M,German,French,Education,2025-04-19,50,Retained
user_30,2025-01-21,Android,UK,3M,English,Spanish,Hobby,2025-02-17,22,New
user_30,2025-01-21,Android,UK,3M,English,Spanish,Hobby,2025-02-01,44,Retained
user_30,2025-01-21,Android,UK,3M,English,Spanish,Hobby,2025-03-08,56,Retained
user_30,2025-01-21,Android,UK,3M,English,Spanish,Hobby,2025-02-23,39,Retained
user_30,2025-01-21,Android,UK,3M,English,Spanish,Hobby,2025-03-03,54,Retained
user_31,2025-04-10,iOS,Brazil,3M,Spanish,Spanish,Education,2025-05-09,10,Retained
user_31,2025-04-10,iOS,Brazil,3M,Spanish,Spanish,Education,2025-05-07,22,New
user_31,2025-04-10,iOS,Brazil,3M,Spanish,Spanish,Education,2025-06-01,33,Retained
user_31,2025-04-10,iOS,Brazil,3M,Spanish,Spanish,Education,2025-05-26,20,New
user_31,2025-04-10,iOS,Brazil,3M,Spanish,Spanish,Education,2025-05-17,53,Retained
user_31,2025-04-10,iOS,Brazil,3M,Spanish,Spanish,Education,2025-04-27,34,New
user_31,2025-04-10,iOS,Brazil,3M,Spanish,Spanish,Education,2025-04-30,41,New
user_31,2025-04-10,iOS,Brazil,3M,Spanish,Spanish,Education,2025-06-03,44,Retained
user_31,2025-04-10,iOS,Brazil,3M,Spanish,Spanish,Education,2025-04-25,47,New
user_31,2025-04-10,iOS,Brazil,3M,Spanish,Spanish,Education,2025-06-02,29,Retained
user_32,2025-06-19,iOS,UK,3M,German,French,Career,2025-06-20,56,Retained
user_32,2025-06-19,iOS,UK,3M,German,French,Career,2025-07-20,21,New
user_32,2025-06-19,iOS,UK,3M,German,French,Career,2025-08-12,26,New
user_32,2025-06-19,iOS,UK,3M,German,French,Career,2025-07-09,22,Retained
user_32,2025-06-19,iOS,UK,3M,German,French,Career,2025-06-30,43,Retained
user_32,2025-06-19,iOS,UK,3M,German,French,Career,2025-07-20,49,Retained
user_32,2025-06-19,iOS,UK,3M,German,French,Career,2025-07-02,22,Retained
user_32,2025-06-19,iOS,UK,3M,German,French,Career,2025-07-11,40,Retained
user_33,2025-05-11,Android,US,3M,German,Japanese,Education,2025-06-13,10,Retained
user_33,2025-05-11,Android,US,3M,German,Japanese,Education,2025-07-10,20,Retained
user_33,2025-05-11,Android,US,3M,German,Japanese,Education,2025-05-23,51,Retained
user_34,2024-12-24,Android,UK,3M,Spanish,Spanish,Travel,2025-01-24,33,New
user_34,2024-12-24,Android,UK,3M,Spanish,Spanish,Travel,2025-01-28,55,Retained
user_34,2024-12-24,Android,UK,3M,Spanish,Spanish,Travel,2025-02-10,6,Retained
user_34,2024-12-24,Android,UK,3M,Spanish,Spanish,Travel,2025-01-08,10,Retained
user_34,2024-12-24,Android,UK,3M,Spanish,Spanish,Travel,2025-02-06,23,Retained
user_34,2024-12-24,Android,UK,3M,Spanish,Spanish,Travel,2025-01-23,19,Retained
user_34,2024-12-24,Android,UK,3M,Spanish,Spanish,Travel,2025-02-03,30,Retained
user_34,2024-12-24,Android,UK,3M,Spanish,Spanish,Travel,2025-02-07,49,Retained
user_34,2024-12-24,Android,UK,3M,Spanish,Spanish,Travel,2025-01-24,20,Retained
user_35,2025-03-04,Android,India,12M,Portuguese,French,Hobby,2025-04-15,32,Retained
user_35,2025-03-04,Android,India,12M,Portuguese,French,Hobby,2025-04-10,52,Retained
user_35,2025-03-04,Android,India,12M,Portuguese,French,Hobby,2025-03-27,40,Retained
user_35,2025-03-04,Android,India,12M,Portuguese,French,Hobby,2025-04-03,26,Retained
user_35,2025-03-04,Android,India,12M,Portuguese,French,Hobby,2025-04-08,27,Retained
user_35,2025-03-04,Android,India,12M,Portuguese,French,Hobby,2025-04-06,49,Retained
user_35,2025-03-04,Android,India,12M,Portuguese,French,Hobby,2025-03-26,34,Retained
user_36,2025-03-25,iOS,UK,Free Trial,German,Spanish,Career,2025-04-13,12,New
user_36,2025-03-25,iOS,UK,Free Trial,German,Spanish,Career,2025-04-10,52,Retained
user_36,2025-03-25,iOS,UK,Free Trial,German,Spanish,Career,2025-04-08,39,New
user_36,2025-03-25,iOS,UK,Free Trial,German,Spanish,Career,2025-04-01,53,Retained
user_36,2025-03-25,iOS,UK,Free Trial,German,Spanish,Career,2025-05-10,49,Retained
user_36,2025-03-25,iOS,UK,Free Trial,German,Spanish,Career,2025-04-06,16,New
user_36,2025-03-25,iOS,UK,Free Trial,German,Spanish,Career,2025-04-14,17,New
user_37,2025-04-10,Android,Germany,6M,Hindi,German,Hobby,2025-05-27,38,Retained
user_37,2025-04-10,Android,Germany,6M,Hindi,German,Hobby,2025-05-10,43,Retained
user_37,2025-04-10,Android,Germany,6M,Hindi,German,Hobby,2025-04-27,23,Retained
user_37,2025-04-10,Android,Germany,6M,Hindi,German,Hobby,2025-05-26,11,New
user_37,2025-04-10,Android,Germany,6M,Hindi,German,Hobby,2025-05-17,58,Retained
user_37,2025-04-10,Android,Germany,6M,Hindi,German,Hobby,2025-05-28,17,Retained
user_38,2025-05-12,iOS,Germany,3M,German,Japanese,Career,2025-05-26,13,Retained
user_38,2025-05-12,iOS,Germany,3M,German,Japanese,Career,2025-06-04,22,Retained
user_38,2025-05-12,iOS,Germany,3M,German,Japanese,Career,2025-05-23,7,Retained
user_38,2025-05-12,iOS,Germany,3M,German,Japanese,Career,2025-05-31,8,New
user_38,2025-05-12,iOS,Germany,3M,German,Japanese,Career,2025-05-12,40,Retained
user_38,2025-05-12,iOS,Germany,3M,German,Japanese,Career,2025-06-26,23,Retained
user_38,2025-05-12,iOS,Germany,3M,German,Japanese,Career,2025-06-15,49,Retained
user_39,2025-04-26,iOS,India,12M,Portuguese,Italian,Travel,2025-06-05,60,New
user_39,2025-04-26,iOS,India,12M,Portuguese,Italian,Travel,2025-06-20,5,Retained
user_39,2025-04-26,iOS,India,12M,Portuguese,Italian,Travel,2025-06-13,41,New
user_39,2025-04-26,iOS,India,12M,Portuguese,Italian,Travel,2025-05-27,23,Retained
user_39,2025-04-26,iOS,India,12M,Portuguese,Italian,Travel,2025-05-02,35,Retained
user_40,2025-03-26,iOS,US,3M,Portuguese,Spanish,Hobby,2025-04-23,9,Retained
user_40,2025-03-26,iOS,US,3M,Portuguese,Spanish,Hobby,2025-04-16,30,New
user_40,2025-03-26,iOS,US,3M,Portuguese,Spanish,Hobby,2025-04-06,36,New
user_40,2025-03-26,iOS,US,3M,Portuguese,Spanish,Hobby,2025-03-29,9,Retained
user_40,2025-03-26,iOS,US,3M,Portuguese,Spanish,Hobby,2025-04-11,41,New
user_40,2025-03-26,iOS,US,3M,Portuguese,Spanish,Hobby,2025-05-25,45,New
user_40,2025-03-26,iOS,US,3M,Portuguese,Spanish,Hobby,2025-05-20,48,Retained
user_40,2025-03-26,iOS,US,3M,Portuguese,Spanish,Hobby,2025-04-25,8,Retained
user_40,2025-03-26,iOS,US,3M,Portuguese,Spanish,Hobby,2025-04-02,14,New
user_40,2025-03-26,iOS,US,3M,Portuguese,Spanish,Hobby,2025-05-17,14,Retained
user_41,2025-05-25,iOS,Germany,3M,Hindi,German,Education,2025-05-30,43,New
user_41,2025-05-25,iOS,Germany,3M,Hindi,German,Education,2025-06-09,55,Retained
user_41,2025-05-25,iOS,Germany,3M,Hindi,German,Education,2025-06-01,44,Retained
user_41,2025-05-25,iOS,Germany,3M,Hindi,German,Education,2025-06-29,19,Retained
user_41,2025-05-25,iOS,Germany,3M,Hindi,German,Education,2025-07-12,54,Retained
user_41,2025-05-25,iOS,Germany,3M,Hindi,German,Education,2025-06-20,38,Retained
user_41,2025-05-25,iOS,Germany,3M,Hindi,German,Education,2025-07-02,29,Retained
user_42,2025-05-28,iOS,Brazil,12M,German,Italian,Career,2025-07-25,44,New
user_42,2025-05-28,iOS,Brazil,12M,German,Italian,Career,2025-06-25,52,Retained
user_42,2025-05-28,iOS,Brazil,12M,German,Italian,Career,2025-06-16,11,Retained
user_42,2025-05-28,iOS,Brazil,12M,German,Italian,Career,2025-07-22,53,Retained
user_42,2025-05-28,iOS,Brazil,12M,German,Italian,Career,2025-07-04,18,Retained
user_42,2025-05-28,iOS,Brazil,12M,German,Italian,Career,2025-06-24,45,Retained
user_42,2025-05-28,iOS,Brazil,12M,German,Italian,Career,2025-06-16,18,New
user_42,2025-05-28,iOS,Brazil,12M,German,Italian,Career,2025-07-03,21,Retained
user_42,2025-05-28,iOS,Brazil,12M,German,Italian,Career,2025-07-06,47,Retained
user_42,2025-05-28,iOS,Brazil,12M,German,Italian,Career,2025-05-31,10,Retained
user_43,2025-03-15,Android,Germany,12M,Portuguese,Italian,Hobby,2025-03-30,5,Retained
user_43,2025-03-15,Android,Germany,12M,Portuguese,Italian,Hobby,2025-03-26,31,Retained
user_43,2025-03-15,Android,Germany,12M,Portuguese,Italian,Hobby,2025-04-19,33,Retained
user_43,2025-03-15,Android,Germany,12M,Portuguese,Italian,Hobby,2025-03-19,49,New
user_43,2025-03-15,Android,Germany,12M,Portuguese,Italian,Hobby,2025-03-25,43,New
user_44,2025-05-27,Android,Germany,12M,Spanish,Spanish,Education,2025-06-14,48,New
user_44,2025-05-27,Android,Germany,12M,Spanish,Spanish,Education,2025-05-29,19,Retained
user_44,2025-05-27,Android,Germany,12M,Spanish,Spanish,Education,2025-06-10,21,New
user_44,2025-05-27,Android,Germany,12M,Spanish,Spanish,Education,2025-06-14,55,Retained
user_44,2025-05-27,Android,Germany,12M,Spanish,Spanish,Education,2025-07-11,55,Retained
user_44,2025-05-27,Android,Germany,12M,Spanish,Spanish,Education,2025-06-14,45,Retained
user_44,2025-05-27,Android,Germany,12M,Spanish,Spanish,Education,2025-07-10,42,Retained
user_44,2025-05-27,Android,Germany,12M,Spanish,Spanish,Education,2025-07-21,47,New
user_44,2025-05-27,Android,Germany,12M,Spanish,Spanish,Education,2025-06-25,56,Retained
user_44,2025-05-27,Android,Germany,12M,Spanish,Spanish,Education,2025-05-31,17,Retained
user_45,2025-03-21,Android,US,3M,English,French,Hobby,2025-03-28,9,Retained
user_45,2025-03-21,Android,US,3M,English,French,Hobby,2025-04-24,8,Retained
user_45,2025-03-21,Android,US,3M,English,French,Hobby,2025-04-04,15,Retained
user_45,2025-03-21,Android,US,3M,English,French,Hobby,2025-05-01,55,Retained
user_45,2025-03-21,Android,US,3M,English,French,Hobby,2025-03-30,24,Retained
user_45,2025-03-21,Android,US,3M,English,French,Hobby,2025-05-18,43,Retained
user_45,2025-03-21,Android,US,3M,English,French,Hobby,2025-04-07,52,Retained
user_45,2025-03-21,Android,US,3M,English,French,Hobby,2025-05-12,57,New
user_45,2025-03-21,Android,US,3M,English,French,Hobby,2025-03-30,41,Retained
user_46,2025-03-24,Android,UK,3M,English,Spanish,Hobby,2025-04-21,22,New
user_46,2025-03-24,Android,UK,3M,English,Spanish,Hobby,2025-03-31,37,Retained
user_46,2025-03-24,Android,UK,3M,English,Spanish,Hobby,2025-04-22,39,Retained
user_46,2025-03-24,Android,UK,3M,English,Spanish,Hobby,2025-05-07,36,New
user_46,2025-03-24,Android,UK,3M,English,Spanish,Hobby,2025-04-12,33,Retained
user_46,2025-03-24,Android,UK,3M,English,Spanish,Hobby,2025-05-07,10,Retained
user_46,2025-03-24,Android,UK,3M,English,Spanish,Hobby,2025-04-18,43,Retained
user_47,2025-01-17,Android,Germany,6M,English,German,Hobby,2025-03-14,25,Retained
user_47,2025-01-17,Android,Germany,6M,English,German,Hobby,2025-02-13,43,Retained
user_47,2025-01-17,Android,Germany,6M,English,German,Hobby,2025-03-05,21,New
user_48,2025-04-14,iOS,India,12M,German,Italian,Career,2025-04-19,58,Retained
user_48,2025-04-14,iOS,India,12M,German,Italian,Career,2025-04-28,60,New
user_48,2025-04-14,iOS,India,12M,German,Italian,Career,2025-05-27,41,Retained
user_49,2025-06-09,Android,UK,6M,Hindi,Spanish,Education,2025-07-27,22,New
user_49,2025-06-09,Android,UK,6M,Hindi,Spanish,Education,2025-07-22,41,Retained
user_49,2025-06-09,Android,UK,6M,Hindi,Spanish,Education,2025-07-31,7,Retained
user_50,2025-02-23,Android,Brazil,6M,Portuguese,French,Travel,2025-03-25,22,New
user_50,2025-02-23,Android,Brazil,6M,Portuguese,French,Travel,2025-03-28,16,Retained
user_50,2025-02-23,Android,Brazil,6M,Portuguese,French,Travel,2025-04-05,42,Retained
user_50,2025-02-23,Android,Brazil,6M,Portuguese,French,Travel,2025-03-23,32,Retained
